youtube_id,channel,title,publishedAt,description,url
6CWGrqGmXtw,Компьютерные науки,003. Евгений Нижибицкий – Конкурс Avito по распознаванию изображений,2016-06-15T16:58:29.000Z,,https://www.youtube.com/watch?v=6CWGrqGmXtw
asiQ1v3fwDM,Компьютерные науки,005. On the chromatic numbers of random subgraphs of Kneser graphs — Sergei Kiselev,2017-09-26T17:01:28.000Z,,https://www.youtube.com/watch?v=asiQ1v3fwDM
Xhs-03w5yr8,Компьютерные науки,008. Деревья поиска (окончание). Декартовы деревья. - М. А. Бабенко,2014-11-13T09:32:45.000Z,Курс «Алгоритмы и структуры данных поиска»,https://www.youtube.com/watch?v=Xhs-03w5yr8
u2zQqV7OkO4,Компьютерные науки,076. 3D реконструкция лиц по фотографии и их анимация с помощью видео – Николай Чинаев,2018-08-31T13:32:39.000Z,"Николай Чинаев (VisionLabs) рассказывает о технологии построения 3D-модели человеческого лица по одной фотографии, а также об анимации, переносе выражения лица и направления взгляда на модель. 

НИКОЛАЙ ЧИНАЕВ
Научный сотрудник VisionLabs. Окончил факультет управления и прикладной математики МФТИ, сейчас занимается разработкой алгоритмов 3D-реконструкции и синтеза человеческого лица.


Скачать слайды: https://yadi.sk/i/Yv7OPDuD3ajn4j

Страница мероприятия «Data&Science: мир глазами роботов»: https://events.yandex.ru/events/ds/18-aug-2018/",https://www.youtube.com/watch?v=u2zQqV7OkO4
EYqDuF_dPzU,Компьютерные науки,011. Discovering Common Motifs in Mouse Cursor Movement Data - Дмитрий Лагун,2014-11-18T13:59:59.000Z,"Mouse cursor movements can provide valuable information on how users interact and engage with web documents. This interaction data is far richer than traditional click data, and can be used to improve evaluation and presentation of web information systems. Unfortunately, the diversity and complexity inherent in this interaction data make it more difficult to capture salient behavior characteristics through traditional feature engineering. To address this problem, we introduce a novel approach of automatically discovering frequent subsequences, or motifs, in mouse cursor movement data. In order to scale our approach to realistic datasets, we introduce novel optimizations for motif discovery, specifically designed for mining cursor movement data. We show that by encoding the motifs discovered from thousands of real web search sessions as features, enables significant improvements in important web search tasks. These results, complemented with visualization and qualitative analysis, demonstrate that our approach is able to automatically capture key characteristics of mouse cursor movement behavior, providing a valuable new tool for online user behavior analysis. In addition to the application of motifs to web mining, we demonstrate that similar technique can be successfully applied in medical domain for the task of predicting future decline of memory function and subsequent development of the Alzheimer Disease.",https://www.youtube.com/watch?v=EYqDuF_dPzU
QIJUqFX2dJU,Компьютерные науки,"014. Zero-one k-laws for G(n,n−α) - Максим Жуковский",2014-11-17T14:23:58.000Z,"We study asymptotical behavior of the probabilities of first-order properties for Erdős-Rényi random graphs G(n,p(n)) with p(n)=n-α, α ∈ (0,1). The following zero-one law was proved in 1988 by S. Shelah and J.H. Spencer [1]: if α is irrational then for any first-order property L either the random graph satisfies the property L asymptotically almost surely or it doesn't satisfy (in such cases the random graph is said to obey zero-one law. When α ∈ (0,1) is rational the zero-one law for these graphs doesn't hold.

Let k be a positive integer. Denote by Lk the class of the first-order properties of graphs defined by formulae with quantifier depth bounded by the number k (the sentences are of a finite length). Let us say that the random graph obeys zero-one k-law, if for any first-order property L ∈ Lk either the random graph satisfies the property L almost surely or it doesn't satisfy. Since 2010 we prove several zero-one $k$-laws for rational α from Ik=(0, 1/(k-2)] ∪ [1-1/(2k-1), 1). For some points from Ik we disprove the law. In particular, for α ∈ (0, 1/(k-2)) ∪ (1-1/2k-2, 1) zero-one k-law holds. If α ∈ {1/(k-2), 1-1/(2k-2)}, then zero-one law does not hold (in such cases we call the number α k-critical).

We also disprove the law for some α ∈ [2/(k-1), k/(k+1)]. From our results it follows that zero-one 3-law holds for any α ∈ (0,1). Therefore, there are no 3-critical points in (0,1). Zero-one 4-law holds when α ∈ (0,1/2) ∪ (13/14,1). Numbers 1/2 and 13/14 are 4-critical. Moreover, we know some rational 4-critical and not 4-critical numbers in [7/8,13/14). The number 2/3 is 4-critical. Recently we obtain new results concerning zero-one 4-laws for the neighborhood of the number 2/3.

References

[1] S. Shelah, J.H. Spencer, Zero-one laws for sparse random graphs, J. Amer. Math. Soc.

1: 97–115, 1988.",https://www.youtube.com/watch?v=QIJUqFX2dJU
UC9msiP40jg,Компьютерные науки,Image Annotation – The Marriage of Computer Vision and NLP Using Deep Learning -  Prof. Lior Wolf,2015-10-27T12:06:30.000Z,"Yandex School of Data Analysis Conference
Machine Learning: Prospects and Applications

https://yandexdataschool.com/conference

We present a system for solving the holy grail of computer vision —
matching images and text and describing an image by an automatically
generated text. Our system is based on combining deep learning tools
for images and text, namely Convolutional Neural Networks, word2vec,
and Recurrent Neural Networks, with a classical computer vision tool, the
Fisher Vector. The Fisher Vector is modified to support hybrid distributions
that are a much better fit for the text data. Our method proves to be
extremely potent and we outperform by a significant margin all concurrent
methods.",https://www.youtube.com/watch?v=UC9msiP40jg
5qmYaOoHX8A,Компьютерные науки,001. Сложность и модели вычислений. Анализ учетных стоимостей (начало) - М. А. Бабенко,2014-11-13T09:32:45.000Z,Курс «Алгоритмы и структуры данных поиска»,https://www.youtube.com/watch?v=5qmYaOoHX8A
TP4EWFk0Rlw,Компьютерные науки,009. Байесовская теория классификации и методы восстановления плотности - К.В. Воронцов,2014-12-22T14:54:11.000Z,"Курс ""Машинное обучение"" является одним из основных курсов Школы, поэтому он является обязательным для всех студентов ШАД.

Лектор: Константин Вячеславович Воронцов, старший научный сотрудник Вычислительного центра РАН. Заместитель директора по науке ЗАО ""Форексис"". Заместитель заведующего кафедрой «Интеллектуальные системы» ФУПМ МФТИ. Доцент кафедры ""Математические методы прогнозирования"" ВМиК МГУ. Эксперт компании ""Яндекс"". Доктор физико-математических наук.

Программу курса можно посмотреть по ссылке: http://shad.yandex.ru/program/machine_learning.xml",https://www.youtube.com/watch?v=TP4EWFk0Rlw
9f6GpDlNzRQ,Компьютерные науки,"029. Совмещение R и Python: Зачем, когда и как — Ирина Голощапова",2016-10-07T09:31:17.000Z,,https://www.youtube.com/watch?v=9f6GpDlNzRQ
MCMOBISx9CQ,Компьютерные науки,"Трансляция конференции ""Машинное обучение для бизнеса""",2017-02-16T13:51:10.000Z,"«Большие данные», «машинное обучение» и «искусственный интеллект» — эти слова давно у всех на слуху. Но машинное обучение сегодня используется не всеми — для многих компаний оно остаётся просто названием новой технологии. Бизнес не всегда видит, какую измеримую пользу оно может ему принести.
Яндекс одним из первых начал применять машинное обучение в поисковых алгоритмах в реальном времени. На встрече эксперты Яндекса поделятся опытом внедрения машинного обучения в поиске и в других индустриях, на практических примерах покажут, как оно может сократить затраты и принести дополнительную прибыль.
Программа и тезисы докладов: https://events.yandex.ru/events/b-konf/16-feb-2017/",https://www.youtube.com/watch?v=MCMOBISx9CQ
VHdrD2qyHzk,Компьютерные науки,012. Предельные теоремы (продолжение) - А.М.Райгородский,2014-11-11T14:37:53.000Z,"курс: ""Дискретный анализ и теория вероятностей""",https://www.youtube.com/watch?v=VHdrD2qyHzk
97JY8iaIjkI,Компьютерные науки,010. Extremal Problems for Finite Sets - Péter Frankl,2014-11-19T12:06:47.000Z,"Let X be a finite set of n elements. A family F is a subset of 2 X, the power set of X. The generic question is as follows: Supposing that F satisfies certain conditions, determine or estimate the maximum of the size of F. The simplest conditions are:

no member of F contains another member (Sprener Theorem);

any two members of F have non-empty intersection (Erdos-Ko-Rado Theorem);

any two members of F intersect in at least t elements (Katona Theorem).

All the above are by now classical results. Forty years ago the author proposed the more general condition: any r members of F intersect in at least t elements (r and t fixed positive integers). The general answer is still unknown. The lecture will review these and related problems.",https://www.youtube.com/watch?v=97JY8iaIjkI
lNb0RGb2hBs,Компьютерные науки,003.  Нормальный байесовский классификатор -  К. В.  Воронцов,2014-11-05T18:21:35.000Z,"Курс ""Машинное обучение""",https://www.youtube.com/watch?v=lNb0RGb2hBs
7sZeTxIrnxs,Компьютерные науки,Large-Scale Learning - Dr. Mikhail Bilenko,2015-10-27T12:04:59.000Z,"Yandex School of Data Analysis Conference
Machine Learning: Prospects and Applications

https://yandexdataschool.com/conference

Learning with Counts is a simple yet powerful machine learning technique
that is widely used in practice, yet has received little attention in literature,
remaining an obscure “trick of the trade”. The talk will introduce the technique
via real-world examples, provide intuitions and analysis explaining
its power, and describe two extensions yielding significant accuracy and
robustness improvements.",https://www.youtube.com/watch?v=7sZeTxIrnxs
CzrlmOw9gCM,Компьютерные науки,007. Короткая версия доклада: Data Science 2017 – 2018 – Алексей Натекин,2018-01-18T21:04:57.000Z,"Чем жили специалисты Data Science в 2017 году, топ ML-мемов и DS-мероприятий, и что нас ждет в первой половине 2018-го.

Полная версия доклада (22 мин): https://www.youtube.com/watch?v=qx6rD3JmJbA",https://www.youtube.com/watch?v=CzrlmOw9gCM
eV-E6P3ErGo,Компьютерные науки,013. Limits of local algorithms for sparse random graphs - David Gamarnik,2014-11-17T18:53:46.000Z,"Algorithms which can be run in parallel on large networks based on local information (local algorithms) gained a lot of prominence recently in a variety of applications, primarily as a way of addressing the scaling issues for computations on large instances. Some local algorithms such as, for example, the Belief Propagation algorithm emerged as strong contenders for solving a variety of optimization and inference problems on large scale network models, including random instances of hard constraint satisfaction problems. In this talk we will discuss limitations of local algorithms for solving constraint satisfaction problems on random graphs. In particular, we will discuss a negative resolution of a recent conjecture regarding the power of local algorithms for solving largest independent set problem on random graphs.

Joint work with Madhu Sudan (Microsoft Research)",https://www.youtube.com/watch?v=eV-E6P3ErGo
lDhgdbiDbLQ,Компьютерные науки,026. Approximate String Matching Using a Bidirectional Index - Kamil Salikhov,2014-11-06T12:15:19.000Z,,https://www.youtube.com/watch?v=lDhgdbiDbLQ
5qRDrc-clLY,Компьютерные науки,07. Learning 3D Vision. Thomas Brox,2017-08-03T10:24:22.000Z,,https://www.youtube.com/watch?v=5qRDrc-clLY
trKBVdqoyFg,Компьютерные науки,Запись трансляции: Тренировка по машинному обучению 22 октября 2016,2016-10-22T12:15:41.000Z,"Каждые две недели в Яндексе проходят тренировки по машинному обучению. Эти встречи помогают участникам конкурсов в сфере анализа данных пообщаться и обменяться опытом.
Мероприятия состоят из практической части и докладов. Задачи для первой берутся с Kaggle и других схожих площадок. С докладами выступают успешные участники последних соревнований — рассказывают о своих решениях и о том, какие техники и методы использовали их конкуренты.
На тренировке 22 октября своим опытом поделятся успешные участники CIKM Cup 2016 Cross-Device Entity Linking Challenge и Kaggle Grupo Bimbo Inventory Demand. Также в программе традиционный дайджест новых соревнований.
Мероприятие состоится в конференц-зале «Мулен Руж» с 12:00 до 15:00. Мы ждём опытных и начинающих участников конкурсов по машинному обучению.",https://www.youtube.com/watch?v=trKBVdqoyFg
ji_Q__DA-jI,Компьютерные науки,Запись тренировки по машинному обучению,2017-07-01T10:40:34.000Z,"Мероприятия состоят из практической части и докладов. Задачи для первой берутся с Kaggle и других схожих площадок. С докладами выступают успешные участники последних соревнований — рассказывают о своих решениях и о том, какие техники и методы использовали их конкуренты.

На тренировке 1 июля будем обсуждать Kaggle Quora Question Pairs, ACM RecSys Challenge 2017 и Kaggle Cervical Cancer Screening.",https://www.youtube.com/watch?v=ji_Q__DA-jI
n-mNWacDKUQ,Компьютерные науки,011. Neural conversational models: как научить нейронную сеть светской беседе - Борис Янгель,2016-12-07T13:38:30.000Z,"Хороший бот-ассистент должен не только решать задачи пользователя, но и разумно отвечать на вопросы, не имеющие явной цели, например — «Привет, как дела?» Разнообразие таких реплик велико, поэтому заготовить ответ на каждую проблематично. Neural conversational models — сравнительно новый способ создания диалоговых систем для свободного общения, основанный на обучении сетей на больших корпусах диалогов из интернета. Рассказывает Борис Янгель, ведущий разработчик в группе нейросетевых технологий Яндекса.",https://www.youtube.com/watch?v=n-mNWacDKUQ
SZbi-azcoVs,Компьютерные науки,002. Безопасность банковских мобильных приложений — Тимур Юнусов,2016-04-04T15:10:07.000Z,"Как ограбить банк и остаться в живых: практические атаки на финансовый сектор. Ежегодно банки и их клиенты терпят убытки с 89 нулями. Как хакерам сегодня удается украсть деньги из банка? Какие атаки популярны и эффективны в банковском секторе? Мы расскажем о своем видении ситуации, исходя из многолетнего опыта анализа защищенности банковских приложений.",https://www.youtube.com/watch?v=SZbi-azcoVs
pZoW8LQFotQ,Компьютерные науки,010. Машинное обучение в анализе медицинских данных — Иван Дрокин,2016-09-27T13:15:48.000Z,,https://www.youtube.com/watch?v=pZoW8LQFotQ
O0dkEPmFsfQ,Компьютерные науки,008. Как работать с интерфейсом мозг-компьютер — Юрий Нуждин,2016-11-16T08:35:45.000Z,,https://www.youtube.com/watch?v=O0dkEPmFsfQ
xCorBLFop9k,Компьютерные науки,004. Короткая версия доклада: Технологии беспилотных автомобилей – Антон Слесарев,2018-01-18T21:04:52.000Z,"O технологиях, которые позволяют автомобилям ездить без водителя, а также о том, как организован процесс их разработки в Яндексе.
Полная версия доклада (21 мин): https://www.youtube.com/watch?v=bxBnBbQpq0Y",https://www.youtube.com/watch?v=xCorBLFop9k
u_jtW028pAA,Компьютерные науки,003. Михаил Ройзнер —Data Fest Teaser,2016-08-29T15:52:34.000Z,"10 и 11 сентября 2016 г. в московском офисе Яндекса пройдет Data Fest - крупнейшее событие для специалистов в области data science. 
В течение двух дней участников ожидают насыщенная программа, выступления более 30 докладчиков, плодотворная атмосфера для общения и нетворкинга.
Мы будем вести онлайн-трансляцию специально для тех, кто не сможет попасть на мероприятие.
Программа конференции и регистрация по ссылке: https://events.yandex.ru/events/ds/10-11-sept-2016/.",https://www.youtube.com/watch?v=u_jtW028pAA
AZl45pVw1OM,Компьютерные науки,008. String Range Matching - Dominik Kempa,2014-10-31T14:43:00.000Z,,https://www.youtube.com/watch?v=AZl45pVw1OM
BTyv2-Ad0gs,Компьютерные науки,Запись трансляции конференции Data Fest. Прикладной поток,2016-09-11T18:06:03.000Z,Смотрите трансляцию событий Основного потока тут: https://www.youtube.com/watch?v=uFVgEjwyk6w,https://www.youtube.com/watch?v=BTyv2-Ad0gs
VAGV7aqani4,Компьютерные науки,086. Как мы строили автоматическую систему модерации объявлений ЦИАН – Алексей Бардышев,2018-10-31T15:46:09.000Z,"PyData Moscow, 13 октября 2018

Алексей Бардышев рассказывает, как его команда строила систему модерации объявлений ЦИАН. В докладе освещен технологический стек, этапы проектирования системы и итоговый пайплайн работы, а также рассказывается про способ разметки пограничных кейсов, в которых методы автоматизации не могут дать однозначного ответа.

Алексей Бардышев
Закончил МГТУ им. Н. Э. Баумана в 2017 году. В апреле 2018 года пришёл в «ЦИАН Групп» в качестве Data Scientist. Ранее работал в таких компаниях, как «МегаФон» и Cybertonica.

Скачать слайды: https://yadi.sk/i/XiJDR4yhspAJ-w
Другие материалы PyData Moscow - https://events.yandex.ru/events/ds/13-october-2018/",https://www.youtube.com/watch?v=VAGV7aqani4
ZlspGn6Y8H4,Компьютерные науки,052.  ML в киберспорте – Пётр Ромов,2017-12-20T15:19:46.000Z,Как один из первых проектов чата Open Data Science превратился в крутой продукт.,https://www.youtube.com/watch?v=ZlspGn6Y8H4
xBHH8UOUbPw,Компьютерные науки,015. Многоуровневое моделирование биомолекул как инструмент для борьбы со всем — Артур Залевский,2016-12-12T09:03:43.000Z,"Многоуровневое моделирование биомолекул прочно вошло в арсенал биоинформатиков. Использование целого спектра подходов, от квантовой химии до крупнозернистых моделей, вкупе с мощностью суперкомпьютеров генерируют огромное количество информации о жизни биомолекул. Множество методов анализа, вроде различных видов кластеризации, позволяет узнавать неизвестные ранее детали их работы: процессов сборки, поддержания динамического равновесия, осуществления химических реакций. Детальное понимание этих процессов, в свою очередь, открывает дорогу рациональному дизайну лекарств и ферментов — например, расщеплению некоторых фосфорорганических соединений, среди которых немало ядов вроде зарина и зомана. Рассказывает Артур Залевский, аспирант факультета Биоинженерии и биоинформатики МГУ им. М. В. Ломоносова.",https://www.youtube.com/watch?v=xBHH8UOUbPw
VP2wRhwlg6c,Компьютерные науки,001. Основы Python - Алексей Умнов,2016-10-12T12:49:00.000Z,,https://www.youtube.com/watch?v=VP2wRhwlg6c
PTsUMdNXtTs,Компьютерные науки,Промышленная data science — Роман Худорожков,2017-07-03T10:06:38.000Z,"Почти все уже устали от того, что препроцессинг данных превращается в простыни малопонятного кода. Большой датасет мало того что не вмещается в память, так ещё и обрабатывается три дня, потому что код не распараллелен. А для перехода к промышленной эксплуатации вообще приходится переписывать все «с нуля». Роман Худорожков, руководитель центра анализа данных в Департаменте информационных технологий Москвы, рассказывает, как сразу писать удобный и понятный код, который параллелится и позволяет строить гибкие пайплайны для препроцессинга данных и обучения моделей.
Ссылка на мероприятие: https://events.yandex.ru/events/ds/23-jun-2017/",https://www.youtube.com/watch?v=PTsUMdNXtTs
0sg15V669qM,Компьютерные науки,006. Работа с текстом. Декораторы - Алексей Умнов,2016-10-12T12:52:53.000Z,,https://www.youtube.com/watch?v=0sg15V669qM
YArUk9QcMe0,Компьютерные науки,Thinking on your Feet: Reinforcement Learning for Incremental Language Tasks,2015-10-26T12:37:06.000Z,"Yandex School of Data Analysis Conference
Machine Learning: Prospects and Applications

https://yandexdataschool.com/conference

In this talk, I’ll discuss two real-world language applications that require “thinking on your feet”: synchronous machine translation (or “machine si- multaneous interpretation”) and question answering (when questions are revealed one piece at a time). In both cases, effective algorithms for these tasks must interrupt the input stream and decide when to provide output.

Synchronous machine translation is when a sentence is being produced one word at a time in a foreign language and we want to produce a translation in English simultaneously (i.e., with as little delay between a foreign language word and its English translation). This is particularly dif- ficult in verb-final languages like German or Japanese, where an English translation can barely begin until the verb is seen. Effective translation thus requires predictions of unseen elements of the sentence (e.g., the main verb in German and Japanese, or relative clauses in Japanese, or post-positions in Japanese). We use reinforcement learning to decide when to trust our verb predictions. It must learn to balance incorrect translation versus timely translations, and must use those predictions to translate the sentence.

For question answering, we use a specially designed dataset that chal- lenges humans: a trivia game called quiz bowl. These questions are writ- ten so that they can be interrupted by someone who knows more about the answer; that is, harder clues are at the start of the question and easier clues are at the end of the question. We create a recursive neural network to predict answers from incomplete questions and use reinforcement learning to decide when to guess. We are able to answer questions earlier in the questions than most college trivia contestants.

This talk covers three papers presented at the Empirical Methods in Natu- ral Language Processing conference.",https://www.youtube.com/watch?v=YArUk9QcMe0
rAwFl3UPqCQ,Компьютерные науки,Online Learning or Don’t Look Ahead - Andrey Gulin,2015-10-23T10:56:13.000Z,"Yandex School of Data Analysis Conference
Machine Learning: Prospects and Applications

https://yandexdataschool.com/conference

Boosting builds complex models by combining many simple ones. But
what if we want to combine many complex models to build an even
better model? We will consider this task on the problem of constructing
predictors for data with high cardinality category features. It turns out
that a direct approach does not work out but a few modifications allow
us to reach the target. The proposed algorithm can successfully combine
arbitrary complex models in a boosting-like fashion. The same algorithm
achieves competitive results when used for combining simple models like
trees compared to generic tree boosting.",https://www.youtube.com/watch?v=rAwFl3UPqCQ
vil8iFvMIHo,Компьютерные науки,Запись трансляции конференции Data & Science: погода,2017-02-04T12:45:33.000Z,"На Data & Science ведущие учёные и эксперты рассказывают о применении больших данных в теоретической и прикладной науке. На этот раз речь пойдёт о погоде.

От метеорологов ждут ответов на очень простые вопросы — когда пойдёт снег, будет ли мороз. Однако для точного ответа приходится собирать и обрабатывать огромное количество информации о состоянии атмосферы, то есть анализировать большие данные.

Докладчики расскажут, как прогнозируют погоду сегодня.
Программа:

12:00 Прогноз погоды и прогноз климата - Александр Чернокульский
13:00 Как люди предсказывали погоду — от первых наблюдений до точных прогнозов - Александр Ганьшин
13:40 Перерыв  
14:00 Прогноз осадков на два часа - Алексей Преображенский",https://www.youtube.com/watch?v=vil8iFvMIHo
1ORhXyCCs4s,Компьютерные науки,007. Методы анализа поведения пользователей в веб-поиске и рекомендации контента - Aris Gionis,2014-11-21T14:28:56.000Z,"В докладе Арис рассказал о различных задачах, решаемых с помощью анализа поведения пользователя на сайтах и в социальных медиа. В центре внимания — решение задач, связанных с поиском по интернету и рекомендацией контента. Вначале докладчик обратил внимание на поисковые подсказки, в особенности — для редких запросов. Подход основан на выделении шаблонов запросов, для которых нужно сделать подсказку, и генерации подсказок путем установления смысловых связей между этими шаблонами, а не самими запросами. На семинаре была рассмотрена проблема извлечения полезных советов из сервиса Yahoo!Answers и их выдачи в ответ на соответствующие поисковые запросы. В конце доклада Арис Гионис рассказал о системе рекомендации новостей на основе информации о пользователях, взятой из микроблоггинговых сервисов, таких как Твиттер.",https://www.youtube.com/watch?v=1ORhXyCCs4s
MFS0gKU3ICQ,Компьютерные науки,019.  Логические алгоритмы классификации.  Решающие деревья -  К. В.  Воронцов,2014-11-05T18:33:43.000Z,"Курс ""Машинное обучение""",https://www.youtube.com/watch?v=MFS0gKU3ICQ
hvorbupZ9ho,Компьютерные науки,Data&Science: закон и делопроизводство - 17.11.2018,2018-11-17T12:53:47.000Z,"17 ноября в московском офисе Яндекса пройдет очередное мероприятие серии Data & Scienсе. 
В этот раз мы поговорим о применении машинного обучения и анализа данных в юридической сфере и расскажем о том, как развивается рынок legal tech в России и в мире.
В программе четыре доклада от Право.ру, ABBYY AI и Thomson Reuters. Спикеры расскажут о развитии программных решений для юристов, продемонстрируют пользу от автоматизации обработки документов и покажут удачные кейсы.

ПРОГРАММА ВСТРЕЧИ: 
1:45 Цифровизация права: большие данные в работе юристов, Александр Сарапин (Право.ру)
44:29 Перерыв 
1:02:37 Предсказание вероятности исхода и продолжительности судебного дела, Александр Сарапин (Право.ру)
1:39:03 Опыт Thomson Reuters: основные кейсы и успешные запуски, Илона Головкина (Thomson Reuters)
2:33:38   Как технологии искусственного интеллекта помогают работать с юридическими документами, Егор Будников (ABBYY AI)
 

Страница мероприятия на сайте: https://events.yandex.ru/events/ds/17-november-2018/",https://www.youtube.com/watch?v=hvorbupZ9ho
gy_Cb4Do_YE,Компьютерные науки,12. Deep Taylor decomposition. Grégoire Montavon,2017-08-03T10:23:48.000Z,,https://www.youtube.com/watch?v=gy_Cb4Do_YE
d9q552GjGpM,Компьютерные науки,"006. Дмитрий Алтухов, Станислав Семёнов – Expedia Hotel Recommendation",2016-07-05T21:15:16.000Z,,https://www.youtube.com/watch?v=d9q552GjGpM
m1vAiKq1CpQ,Компьютерные науки,Committee Polyhedral Separability: Complexity and Polynomial Approximation - Prof. Michael Khachay,2015-10-26T12:13:06.000Z,"Yandex School of Data Analysis Conference
Machine Learning: Prospects and Applications

https://yandexdataschool.com/conference

We consider the Minimum Affine Separating Committee combinatorial optimization problem, which is related to ensemble machine learning techniques on the class of linear weak classifiers combined by the rule of simple majority. Actually, the MASC problem is a mathematical formalization of the famous Vapnik-Chervonenkis principle of structural risk minimization in the mentioned class of classifiers. According to this principle, it is required to construct a best performance ensemble classifier belonging to a family of the least possible VC-dimension. 

It is known that the MASC problem is NP-hard and remains intractable in spaces of any fixed dimension n even under an additional constraint on the separated sets to be in general position. This special case of the MASC problem called MASC-GP is the main subject of interest of the present paper.

To design polynomial-time approximation algorithms for a class of
combinatorial optimization problems containing the MASC problem, we propose a new framework, adjusting the well-known Multiple Weights Update method. 

Following this approach, we construct polynomial-time approximation algorithms with state-of-the-art approximation guarantee for the MASCGP problem. The results obtained provide a theoretical framework for learning high-performance ensembles of affine classifiers.",https://www.youtube.com/watch?v=m1vAiKq1CpQ
-tYO8EmeGsw,Компьютерные науки,008. SHIP: подготовка нового эксперимента CERN - Андрей Голутвин,2014-11-18T12:37:10.000Z,"В последние годы Стандартная модель используется для описания практически всех экспериментальных данных в физике микромира. А после открытия бозона Хиггса Стандартная модель получила статус завершенной квантовой теории поля. В то же время она не даёт объяснения таким явлениям, как существование темной материи и отсутствие антивещества во Вселенной, на которые с неизбежностью указывают космологические эксперименты. Я расскажу о проекте SHIP, который, по замыслу CERN, поможет найти эти объяснения.",https://www.youtube.com/watch?v=-tYO8EmeGsw
ZdcvQYygtDA,Компьютерные науки,013. Обработка данных событий в LHCb (Large Hadron Collider beauty experiment) - Marco Cattaneo,2014-11-24T09:22:32.000Z,"После краткого обзора используемой сейчас вычислительной модели LHCb Марко рассказал о проблемах обработки данных о событиях и о проблемах отбора событий — как в текущих условиях, так и в условиях следующей версии эксперимента, запуск которой состоится в 2018 году.",https://www.youtube.com/watch?v=ZdcvQYygtDA
RU121MYbiTM,Компьютерные науки,003. Короткая версия доклада: Алиса: что внутри? – Борис Янгель,2018-01-18T21:04:48.000Z,"Как команда Алисы учит голосового помощника понимать желания пользователя, находить ответы на самые неожиданные вопросы и, при этом, вести себя прилично.

Полная версия доклада (20 мин): https://www.youtube.com/watch?v=_law_tey0OQ",https://www.youtube.com/watch?v=RU121MYbiTM
ZdHqS0u1G_c,Компьютерные науки,020. CIKM Cup 2016 Track 1 Cross-Device Entity Linking Challenge (часть 1) — Иван Бендына,2016-10-31T15:18:58.000Z,,https://www.youtube.com/watch?v=ZdHqS0u1G_c
0K8XzOqBMus,Компьютерные науки,009. Менеджеры контекстов. Переопределение оператора точка.  Модификаторы доступа - Алексей Умнов,2016-10-12T12:59:45.000Z,,https://www.youtube.com/watch?v=0K8XzOqBMus
wusdmLx19Pk,Компьютерные науки,"035. How to build a defensible business in machine learning — Анатолий Марин, Дмитрий Мацкевич",2016-10-07T09:32:14.000Z,,https://www.youtube.com/watch?v=wusdmLx19Pk
VXIxBAtmJlo,Компьютерные науки,005. Короткая версия доклада: ML в киберспорте – Пётр Ромов,2018-01-18T21:04:42.000Z,"Как один из первых проектов чата Open Data Science превратился в крутой продукт.
Полная версия доклада (18 мин): https://www.youtube.com/watch?v=ZlspGn6Y8H4",https://www.youtube.com/watch?v=VXIxBAtmJlo
7_x1Ml7AXD4,Компьютерные науки,016. Композиции классификаторов (продолжение) — К.В. Воронцов,2014-12-22T14:34:22.000Z,"Курс ""Машинное обучение"" является одним из основных курсов Школы, поэтому он является обязательным для всех студентов ШАД.

Лектор: Константин Вячеславович Воронцов, старший научный сотрудник Вычислительного центра РАН. Заместитель директора по науке ЗАО ""Форексис"". Заместитель заведующего кафедрой «Интеллектуальные системы» ФУПМ МФТИ. Доцент кафедры ""Математические методы прогнозирования"" ВМиК МГУ. Эксперт компании ""Яндекс"". Доктор физико-математических наук.

Программу курса можно посмотреть по ссылке: http://shad.yandex.ru/program/machine_learning.xml",https://www.youtube.com/watch?v=7_x1Ml7AXD4
AV4foyRlyk4,Компьютерные науки,003. Миллиард подсказок: как мы улучшали технологии поисковых подсказок – Андрей Плахов,2015-04-06T12:18:38.000Z,,https://www.youtube.com/watch?v=AV4foyRlyk4
WPfDKUT6fIU,Компьютерные науки,005. Приближенное решение задач оптимизации - Н.К.Верещагин,2014-11-10T19:55:45.000Z,"Курс ""Сложность вычислений""",https://www.youtube.com/watch?v=WPfDKUT6fIU
jBnCcr-3bXc,Компьютерные науки,Zero-Shot Learning - Dr. Timothy Hospedales,2015-10-23T10:48:49.000Z,"Yandex School of Data Analysis Conference
Machine Learning: Prospects and Applications

https://yandexdataschool.com/conference

The classic paradigm of predictive modelling in supervised machine learning
involves training classifiers or regressors to predict a target variable
of interest based on large quantities of annotated training data. However,
despite the age of “big data”, it is often the case that the specific category
of interest to be recognised has few or no prior examples — as in the
case of rare or recently emerged phenomena. This talk will introduce the
new and exciting area of zero-shot machine learning, which addresses this
setting of supervised prediction with zero prior training examples.

I will show how zero-shot learning can be achieved with a few strategies
including via semantic attributes and distributed (vector space) models of
words. We will see how zero-shot learning can be understood from a variety
of perspectives including as an extreme form of classifier or regressor
generalisation, learning a cross-modal embedding, or as a particular
category of neural network.

Throughout the talk, I will introduce a variety of contemporary example
applications of zero-shot learning including computer vision, forensics,
and natural language processing. Finally, I will outline a variety of current
research issues and open questions in zero-shot learning including unification
of attribute and vector space approaches, transductive learning,
and zero-shot domain adaptation.",https://www.youtube.com/watch?v=jBnCcr-3bXc
